Offer Title,Price,Currency,Offered By,Brand,Model,Version,Year,Mileage,Engine Capacity,Fuel Type,Power,Body Type,Transmission,Number of Doors,Number of Seats,Color,Condition,Registration Number,Drive,City Fuel Consumption,Registered in Poland,Accident Free,Tuning,Car Link
Mazda 2,65500,PLN,Prywatne,Mazda,2,,2021,31 000 km,1 499 cm3,Benzyna,90 KM,Auta miejskie,Manualna,5,5,Biały,Używane,Tak,Na przednie koła,"4,80 l/100km",Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-2-piekna-biala-perla-czerwone-skory-kamery-360-mazda-2-ID6FXchM.html
Mazda 6 2.0 Skymotion,49500,PLN,Prywatne,Mazda,6,2.0 Skymotion,2013,247 332 km,1 998 cm3,Benzyna,165 KM,Kombi,Automatyczna,5,5,Srebrny,Używane,Tak,Na przednie koła,7 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-6-mazda-6-stan-perfect-automat-hak-ID6GpOC4.html
Mazda 3,42435,PLN,Prywatne,Mazda,3,,2020,90 000 km,1 998 cm3,Benzyna,180 KM,Kompakt,Manualna,5,,Czerwony,Używane,Tak,Na przednie koła,,,,,https://www.otomoto.pl/osobowe/oferta/mazda-3-ID6GpOA1.html
Mazda CX-30,106000,PLN,Prywatne,Mazda,CX-30,,2021,11 600 km,2 500 cm3,Benzyna,204 KM,SUV,Automatyczna,5,5,Biały,Używane,Tak,4x4 (stały),,,,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-30-4x4-2-5-ID6G164r.html
Mazda CX-5 2.0 Skyenergy 2WD,123900,PLN,Firma,Mazda,CX-5,2.0 Skyenergy 2WD,2019,46 240 km,1 998 cm3,Benzyna,165 KM,SUV,Manualna,5,5,Beżowy,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-5-ledapplecarautokamera360podgrzewana-kierownica-ID6GljNo.html
Mazda 5 1.6 CD Exclusive,24100,PLN,Prywatne,Mazda,5,1.6 CD Exclusive,2011,234 987 km,1 560 cm3,Diesel,115 KM,Minivan,Manualna,5,7,Niebieski,Używane,Tak,Na przednie koła,"6,40 l/100km",,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-5-bezwypadkowy-stan-techniczny-bardzo-dobry-ID6FJXt7.html
Mazda CX-9,119000,PLN,Prywatne,Mazda,CX-9,,2021,28 886 km,2 488 cm3,Benzyna,253 KM,SUV,Automatyczna,5,6,Brązowy,Używane,Tak,,,,,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-9-mazda-cx9-2021-4x4-awd-ID6Gl7qK.html
Mazda CX-5,39900,PLN,Prywatne,Mazda,CX-5,,2016,93 700 km,2 488 cm3,Benzyna,192 KM,SUV,Automatyczna,5,,Czerwony,Używane,Tak,,,,,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-5-2016r-2-5l-benzyna-4x4-kamera-cofania-ID6G9k9O.html
Mazda CX-5 2.0 Skyenergy 2WD,72800,PLN,Firma,Mazda,CX-5,2.0 Skyenergy 2WD,2015,79 500 km,1 998 cm3,Benzyna,165 KM,SUV,Manualna,5,5,Niebieski,Używane,Tak,Na przednie koła,7 l/100km,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-5-salonpl-bezwyp-aso-gwarancja-klima-bluetooth-scbs-kamera-ID6GpMlu.html
Mazda CX-3 1.5 D Skypassion i-ELoop AWD,64900,PLN,Prywatne,Mazda,CX-3,1.5 D Skypassion i-ELoop AWD,2018,106 154 km,1 499 cm3,Diesel,105 KM,SUV,Manualna,5,5,Szary,Używane,Tak,Na przednie koła,4 l/100km,Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-3-mazda-cx-3-bogata-wersja-ID6FbsDQ.html
