Offer Title,Price,Currency,Offered By,Brand,Model,Version,Year,Mileage,Engine Capacity,Fuel Type,Power,Body Type,Transmission,Number of Doors,Number of Seats,Color,Condition,Registration Number,Drive,City Fuel Consumption,Registered in Poland,Accident Free,Tuning,Car Link
SsangYong Korando 2.0 D Crystal 2WD,19900,PLN,Firma,SsangYong,Korando,2.0 D Crystal 2WD,2013,144 000 km,1 998 cm3,Diesel,150 KM,SUV,Manualna,5,,Biały,Używane,,Na przednie koła,7 l/100km,,,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-2-0-diesel-uszkodzony-francja-ID6FZw6m.html
SsangYong Korando 1.5 T-GDI Quartz 2WD,131490,PLN,Firma,SsangYong,Korando,1.5 T-GDI Quartz 2WD,2023,7 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,,Szary,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-6mt-quartz-pakiet-winter-ID6FN9yT.html
SsangYong Korando 1.5 T-GDI Quartz 2WD,131390,PLN,Firma,SsangYong,Korando,1.5 T-GDI Quartz 2WD,2023,10 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,,Granatowy,Nowe,,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-quartz-1-5-t-gdi-163km-automat-ID6G0q4b.html
SsangYong Torres,179900,PLN,Firma,SsangYong,Torres,,2023,5 000 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Zielony,Używane,Tak,4x4 (dołączany automatycznie),,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-torres-towarzysz-podrozy-gotowy-sprostac-kazdemu-wyzwaniu-ID6G0CmH.html
SsangYong Tivoli 1.5 T-GDI Quartz,77900,PLN,Firma,SsangYong,Tivoli,1.5 T-GDI Quartz,2021,45 000 km,1 497 cm3,Benzyna,163 KM,SUV,Manualna,5,5,Biały,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-tivoli-1-5t-163km-gwarancja-do-2027-kamera-cofania-ID6GjuCK.html
SsangYong Musso Grand 2.2 e-XDi Crystal 4WD,159150,PLN,Firma,SsangYong,Musso,Grand 2.2 e-XDi Crystal 4WD,2023,10 km,2 157 cm3,Diesel,202 KM,SUV,Manualna,4,5,Biały,Nowe,,4x4 (dołączany ręcznie),,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-musso-2-2-e-xdi-202-km-crystal-4x4-ID6FYPcU.html
SsangYong Korando 2.0 D Quartz,44000,PLN,Prywatne,SsangYong,Korando,2.0 D Quartz,2016,130 000 km,1 998 cm3,Diesel,150 KM,SUV,Automatyczna,5,5,Inny kolor,Używane,Tak,4x4 (stały),"8,40 l/100km",Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-korando-maly-przebieg-4x4-automat-led-ID6FSqhD.html
SsangYong Musso Grand 2.2 e-XDi Quartz 4WD,177000,PLN,Firma,SsangYong,Musso,Grand 2.2 e-XDi Quartz 4WD,2023,3 000 km,2 157 cm3,Diesel,202 KM,SUV,Automatyczna,4,5,Czerwony,Używane,,4x4 (dołączany ręcznie),,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-musso-grand-automat-z-napedem-4x4-z-reduktorem-demonstracyjny-ID6GpMnV.html
SsangYong Torres 1.5 T-GDI Adventure Plus,179400,PLN,Firma,SsangYong,Torres,1.5 T-GDI Adventure Plus,2023,1 km,1 497 cm3,Benzyna,163 KM,SUV,Automatyczna,5,5,Biały,Nowe,,Na przednie koła,,,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-torres-1-5-t-gdi-163-km-adventure-plus-automat-od-reki-ID6GiCUY.html
SsangYong REXTON 2.2 D Sapphire 4WD,244900,PLN,Firma,SsangYong,REXTON,2.2 D Sapphire 4WD,2023,1 262 km,2 157 cm3,Diesel,202 KM,SUV,Automatyczna,5,5,Szary,Używane,,4x4 (dołączany ręcznie),,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/ssangyong-rexton-rexton-sapphire-2-2e-xdi-202km-at-4x4-samochod-demonstracyjny-ID6G2Ftg.html
